"","CountryName","CountryCode","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","E1_Income support","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","LegacyStringencyIndex","LegacyStringencyIndexForDisplay","Region","Population","Area (sq. mi.)","Pop. Density (per sq. mi.)","Coastline (coast/area ratio)","Net migration","Infant mortality (per 1000 births)","GDP ($ per capita)","Literacy (%)","Phones (per 1000)","Arable (%)","Crops (%)","Other (%)","Climate","Birthrate","Deathrate","Agriculture","Industry","Service"
"6934","Lebanon","LB",2020-02-16,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,0,1,0,0,0,NA,0,0,2.78,2.78,2.86,2.86,"NEAR EAST",3874050,10400,"372,5","2,16","0",2452,4800,874,"255,6","16,62","13,98",694,NA,1852,621,"0,12","0,21","0,67"
"6935","Libya","LY",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"NORTHERN AFRICA",5900754,1759540,"3,4","0,10","0",246,6400,826,"127,1","1,03","0,19",9878,NA,2649,348,"0,076","0,499","0,425"
"6936","Sri Lanka","LK",2020-02-16,0,0,0,NA,0,NA,1,1,NA,NA,0,NA,2,1,2,0,0,NA,1,0,21.03,21.03,26.67,26.67,"ASIA (EX. NEAR EAST)",20222240,65610,"308,2","2,04","-1,31",1435,3700,923,"61,5","13,86","15,7",7044,2,1551,652,"0,178","0,276","0,545"
"6937","Lesotho","LS",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",2022331,30355,"66,6","0,00","-0,74",8423,3000,848,"23,7","10,87","0,13",89,3,2475,2871,"0,163","0,443","0,394"
"6938","Luxembourg","LU",2020-02-16,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",474413,2586,"183,5","0,00","8,97",481,55100,1000,"515,4","23,28","0,4",7632,NA,1194,841,"0,01","0,13","0,86"
"6939","Macao","MO",2020-02-16,3,2,2,0,1,0,0,1,NA,NA,0,NA,2,1,2,0,0,NA,10,0,51.72,51.72,65.95,65.95,"ASIA (EX. NEAR EAST)",453125,28,"16183,0","146,43","4,86",439,19400,945,"384,9","0","0",100,2,848,447,"0,001","0,072","0,927"
"6940","Morocco","MA",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"NORTHERN AFRICA",33241259,446550,"74,4","0,41","-0,98",4162,4000,517,"40,4","19,61","2,17",7822,NA,2198,558,"0,217","0,357","0,426"
"6941","Moldova","MD",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"C.W. OF IND. STATES",4466706,33843,"132,0","0,00","-0,26",4042,1800,991,"208,1","55,3","10,79",3391,NA,157,1264,"0,213","0,233","0,555"
"6942","Madagascar","MG",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",18595469,587040,"31,7","0,82","0",7683,800,689,"3,6","5,07","1,03",9391,2,4141,1111,"0,276","0,165","0,559"
"6943","Mexico","MX",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"LATIN AMER. & CARIB",107449525,1972550,"54,5","0,47","-4,87",2091,9000,922,"181,6","12,99","1,31",857,15,2069,474,"0,038","0,259","0,702"
"6944","Mali","ML",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",11716829,1240000,"9,5","0,00","-0,33",11679,900,464,"6,4","3,82","0,03",9615,2,4982,1689,"0,45","0,17","0,38"
"6945","Myanmar","MM",2020-02-16,0,0,0,0,0,0,0,1,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,10.72,10.72,12.38,12.38,"ASIA (EX. NEAR EAST)",47382633,678500,"69,8","0,28","-1,8",6724,1800,853,"10,1","15,19","0,97",8384,2,1791,983,"0,564","0,082","0,353"
"6946","Mongolia","MN",2020-02-16,3,2,2,0,0,0,0,3,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,50.13,50.13,62.14,62.14,"ASIA (EX. NEAR EAST)",2832224,1564116,"1,8","0,00","0",5379,1800,978,"55,1","0,77","0",9923,1,2159,695,"0,206","0,214","0,58"
"6947","Mozambique","MZ",2020-02-16,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",19686505,801590,"24,6","0,31","0",13079,1200,478,"3,5","5,1","0,3",946,2,3518,2135,"0,262","0,348","0,39"
"6948","Mauritania","MR",2020-02-16,0,0,0,0,0,0,0,2,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,5.56,5.56,5.71,5.71,"SUB-SAHARAN AFRICA",3177388,1030700,"3,1","0,07","0",7089,1800,417,"12,9","0,48","0,01",9951,1,4099,1216,"0,25","0,29","0,46"
"6949","Mauritius","MU",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",1240827,2040,"608,3","8,68","-0,9",1503,11400,856,"289,3","49,26","2,96",4778,2,1543,686,"0,059","0,298","0,643"
"6950","Malawi","MW",2020-02-16,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",13013926,118480,"109,8","0,00","0",10332,600,627,"7,9","23,38","1,49",7513,2,4313,1933,"0,342","0,158","0,499"
"6951","Malaysia","MY",2020-02-16,0,0,0,0,0,0,0,3,0,0,0,0,2,1,NA,0,0,NA,22,0,19.44,19.44,22.86,22.86,"ASIA (EX. NEAR EAST)",24385858,329750,"74,0","1,42","0",177,9000,887,"179,0","5,48","17,61",7691,2,2286,505,"0,084","0,48","0,436"
"6952","Namibia","NA",2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",2044147,825418,"2,5","0,19","0",4898,7200,840,"62,6","0,99","0",9901,1,2432,1886,"0,097","0,315","0,588"
"6953","Niger","NE",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",12525094,1267000,"9,9","0,00","-0,67",12169,800,176,"1,9","3,54","0,01",9645,1,5073,2091,"0,39","0,17","0,44"
"6954","Nigeria","NG",2020-02-16,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,NA,0,0,13.89,13.89,17.14,17.14,"SUB-SAHARAN AFRICA",131859731,923768,"142,7","0,09","0,26",988,900,680,"9,3","31,29","2,96",6575,15,4043,1694,"0,269","0,487","0,244"
"6955","Nicaragua","NI",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",5570129,129494,"43,0","0,70","-1,22",2911,2300,675,"39,7","15,94","1,94",8212,2,2451,445,"0,165","0,275","0,56"
"6956","Netherlands","NL",2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",16491461,41526,"397,1","1,09","2,91",504,28600,990,"460,8","26,71","0,97",7232,3,109,868,"0,021","0,244","0,736"
"6957","Norway","NO",2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,11.11,11.11,14.29,14.29,"WESTERN EUROPE",4610820,323802,"14,2","7,77","1,74",37,37800,1000,"461,7","2,87","0",9713,3,1146,94,"0,021","0,415","0,564"
"6958","New Zealand","NZ",2020-02-16,0,0,0,0,0,0,0,3,0,0,0,0,1,NA,0,0,0,NA,0,0,15.47,15.47,18.1,18.1,"OCEANIA",4076140,268680,"15,2","5,63","4,05",585,21600,990,"441,7","5,6","6,99",8741,3,1376,753,"0,043","0,273","0,684"
"6959","Oman","OM",2020-02-16,0,0,0,0,0,NA,0,3,NA,NA,0,NA,2,2,2,0,NA,NA,0,0,19.44,19.44,22.86,22.86,"NEAR EAST",3102229,212460,"14,6","0,98","0,28",1951,13100,758,"85,5","0","0,14",9974,1,3624,381,"0,027","0,39","0,583"
"6960","Pakistan","PK",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,2,0,1,0,0,NA,0,0,11.11,11.11,14.29,14.29,"ASIA (EX. NEAR EAST)",165803560,803940,"206,2","0,13","-2,77",7244,2100,457,"31,8","27,87","0,87",7126,1,2974,823,"0,216","0,251","0,533"
"6961","Panama","PA",2020-02-16,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,13.89,13.89,17.14,17.14,"LATIN AMER. & CARIB",3191319,78200,"40,8","3,18","-0,91",2047,6300,926,"137,9","7,36","1,98",9066,2,2174,536,"0,068","0,156","0,776"
"6962","Peru","PE",2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",28302603,1285220,"22,0","0,19","-1,05",3194,5100,909,"79,5","2,89","0,4",9671,15,2048,623,"0,08","0,27","0,65"
"6963","Philippines","PH",2020-02-16,0,0,1,NA,0,NA,0,3,NA,NA,0,NA,2,1,0,0,0,NA,3,1,29.76,29.76,32.38,32.38,"ASIA (EX. NEAR EAST)",89468677,3e+05,"298,2","12,10","-1,5",2351,4600,926,"38,4","18,95","16,77",6428,2,2489,541,"0,144","0,326","0,53"
"6964","Papua New Guinea","PG",2020-02-16,0,0,0,0,0,0,0,3,NA,NA,0,NA,2,0,2,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,"OCEANIA",5670544,462840,"12,3","1,11","0",5145,2200,646,"10,9","0,46","1,44",981,2,2936,725,"0,353","0,381","0,266"
"6965","Poland","PL",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,1,0,0,0,0,NA,NA,NA,7.14,7.14,9.52,9.52,"EASTERN EUROPE",38536869,312685,"123,3","0,16","-0,49",851,11100,998,"306,3","45,91","1,12",5297,3,985,989,"0,05","0,311","0,64"
"6966","Puerto Rico","PR",2020-02-16,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",3927188,13790,"284,8","3,63","-1,46",824,16800,941,"283,1","3,95","5,52",9053,2,1277,765,"0,01","0,45","0,54"
"6967","Portugal","PT",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,1,2,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"WESTERN EUROPE",10605870,92391,"114,8","1,94","3,57",505,18000,933,"399,2","21,75","7,81",7044,3,1072,105,"0,053","0,274","0,673"
"6968","Paraguay","PY",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"LATIN AMER. & CARIB",6506464,406750,"16,0","0,00","-0,08",2563,4700,940,"49,2","7,6","0,23",9217,2,291,449,"0,224","0,207","0,569"
"6969","Palestine","PS",2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6970","Qatar","QA",2020-02-16,0,0,0,NA,0,NA,0,3,0,0,0,0,1,0,0,0,0,NA,0,0,15.47,15.47,18.1,18.1,"NEAR EAST",885359,11437,"77,4","4,92","16,29",1861,21500,825,"232,0","1,64","0,27",9809,1,1556,472,"0,002","0,801","0,197"
"6971","Romania","RO",2020-02-16,0,0,0,NA,0,NA,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,5.56,5.56,5.71,5.71,"EASTERN EUROPE",22303552,237500,"93,9","0,09","-0,13",2643,7000,984,"196,9","40,82","2,25",5693,3,107,1177,"0,101","0,35","0,549"
"6972","Russia","RU",2020-02-16,0,0,0,NA,0,NA,0,3,NA,NA,0,NA,0,1,0,0,0,NA,2,0,8.33,8.33,8.57,8.57,"C.W. OF IND. STATES",142893540,17075200,"8,4","0,22","1,02",1539,8900,996,"280,6","7,33","0,11",9256,NA,995,1465,"0,054","0,371","0,575"
"6973","Rwanda","RW",2020-02-16,0,0,0,0,0,0,0,1,NA,NA,0,NA,2,2,0,0,0,NA,NA,NA,13.89,13.89,17.14,17.14,"SUB-SAHARAN AFRICA",8648248,26338,"328,4","0,00","0",9123,1300,704,"2,7","40,54","12,16",473,3,4037,1609,"0,401","0,229","0,37"
"6974","Saudi Arabia","SA",2020-02-16,0,0,0,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"NEAR EAST",27019731,1960582,"13,8","0,13","-2,71",1324,11800,788,"140,6","1,67","0,09",9824,1,2934,258,"0,033","0,613","0,354"
"6975","Sudan","SD",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",41236378,2505810,"16,5","0,03","-0,02",625,1900,611,"16,3","6,83","0,18",9299,2,3453,897,"0,387","0,203","0,41"
"6976","Singapore","SG",2020-02-16,0,0,1,NA,0,NA,0,3,0,0,0,0,2,2,2,0,0,NA,72,0,26.59,26.59,32.38,32.38,"ASIA (EX. NEAR EAST)",4492150,693,"6482,2","27,85","11,53",229,23700,925,"411,4","1,64","0",9836,2,934,428,"0","0,339","0,661"
"6977","Sierra Leone","SL",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",6005250,71740,"83,7","0,56","0",14364,500,314,"4,0","6,98","0,89",9213,2,4576,2303,"0,49","0,31","0,21"
"6978","El Salvador","SV",2020-02-16,0,0,0,NA,0,NA,0,3,0,0,0,0,2,0,0,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,"LATIN AMER. & CARIB",6822378,21040,"324,3","1,46","-3,74",251,4800,802,"142,4","31,85","12,07",5608,2,2661,578,"0,099","0,302","0,599"
"6979","San Marino","SM",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",29251,61,"479,5","0,00","10,98",573,34600,960,"704,3","16,67","0",8333,NA,1002,817,NA,NA,NA
"6980","Serbia","RS",2020-02-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,"EASTERN EUROPE",9396411,88361,"106,3","0,00","-1,33",1289,2200,930,"285,8","33,35","3,2",6345,NA,NA,NA,"0,166","0,255","0,579"
"6981","Slovak Republic","SK",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,1,1,2,0,0,NA,NA,NA,3.97,3.97,4.76,4.76,"EASTERN EUROPE",5439448,48845,"111,4","0,00","0,3",741,13300,NA,"220,1","30,16","2,62",6722,3,1065,945,"0,035","0,294","0,672"
"6982","Slovenia","SI",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"EASTERN EUROPE",2010347,20273,"99,2","0,23","1,12",445,19000,997,"406,1","8,6","1,49",8991,NA,898,1031,"0,028","0,369","0,603"
"6983","Sweden","SE",2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,NA,1,0,0,0,0,0,"WESTERN EUROPE",9016596,449964,"20,0","0,72","1,67",277,26800,990,"715,0","6,54","0,01",9345,3,1027,1031,"0,011","0,282","0,707"
"6984","Eswatini","SZ",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",1136334,17363,"65,5","0,00","0",6927,4900,816,"30,8","10,35","0,7",8895,25,2741,2974,"0,119","0,515","0,366"
"6985","Seychelles","SC",2020-02-16,0,0,0,NA,0,NA,0,2,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,19.84,19.84,20,20,"SUB-SAHARAN AFRICA",81541,455,"179,2","107,91","-5,69",1553,7800,580,"262,4","2,22","13,33",8445,2,1603,629,"0,032","0,304","0,665"
"6986","Syria","SY",2020-02-16,0,0,0,0,0,0,0,1,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,"NEAR EAST",18881361,185180,"102,0","0,10","0",2953,3300,769,"153,8","25,22","4,43",7035,1,2776,481,"0,249","0,23","0,519"
"6987","Chad","TD",2020-02-16,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",9944201,1284000,"7,7","0,00","-0,11",9382,1200,475,"1,3","2,86","0,02",9712,2,4573,1638,"0,335","0,259","0,406"
"6988","Thailand","TH",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,34,0,0,0,0,0,"ASIA (EX. NEAR EAST)",64631595,514000,"125,7","0,63","0",2048,7400,926,"108,9","29,36","6,46",6418,2,1387,704,"0,099","0,441","0,46"
"6989","Trinidad and Tobago","TT",2020-02-16,0,0,0,0,0,0,0,2,NA,NA,0,NA,1,0,0,0,0,NA,NA,NA,12.7,12.7,15.24,15.24,"LATIN AMER. & CARIB",1065842,5128,"207,9","7,06","-10,83",2431,9500,986,"303,5","14,62","9,16",7622,2,129,1057,"0,007","0,57","0,423"
"6990","Tunisia","TN",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"NORTHERN AFRICA",10175014,163610,"62,2","0,70","-0,57",2477,6900,742,"123,6","17,86","13,74",684,3,1552,513,"0,132","0,318","0,55"
"6991","Turkey","TR",2020-02-16,0,0,0,NA,1,NA,0,3,0,0,0,NA,2,2,1,0,0,NA,NA,NA,23.41,23.41,27.62,27.62,"NEAR EAST",70413958,780580,"90,2","0,92","0",4104,6700,865,"269,5","30,93","3,31",6576,3,1662,597,"0,117","0,298","0,585"
"6992","Tanzania","TZ",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",37445392,945087,"39,6","0,15","-2,06",9854,600,782,"4,0","4,52","1,08",944,NA,3771,1639,"0,432","0,172","0,396"
"6993","Uganda","UG",2020-02-16,0,0,0,NA,0,NA,0,2,NA,NA,0,NA,2,1,0,0,0,NA,NA,NA,16.67,16.67,20,20,"SUB-SAHARAN AFRICA",28195754,236040,"119,5","0,00","0",6783,1400,699,"3,6","25,88","10,65",6347,2,4735,1224,"0,311","0,222","0,469"
"6994","Ukraine","UA",2020-02-16,0,0,0,NA,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,0,0,0,0,"C.W. OF IND. STATES",46710816,603700,"77,4","0,46","-0,39",2034,5400,997,"259,9","56,21","1,61",4218,3,882,1439,"0,187","0,452","0,361"
"6995","Uruguay","UY",2020-02-16,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",3431932,176220,"19,5","0,37","-0,32",1195,12800,980,"291,4","7,43","0,23",9234,3,1391,905,"0,093","0,311","0,596"
"6996","United States","US",2020-02-16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,NA,15,0,5.56,5.56,5.71,5.71,"NORTHERN AMERICA",298444215,9631420,"31,0","0,21","3,41",65,37800,970,"898,0","19,13","0,22",8065,3,1414,826,"0,01","0,204","0,787"
"6997","Uzbekistan","UZ",2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"C.W. OF IND. STATES",27307134,447400,"61,0","0,00","-1,72",711,1700,993,"62,9","10,83","0,83",8834,1,2636,784,"0,342","0,229","0,43"
"6998","Venezuela","VE",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",25730435,912050,"28,2","0,31","-0,04",222,4800,934,"140,1","2,95","0,92",9613,2,1871,492,"0,04","0,419","0,541"
"6999","Vietnam","VN",2020-02-16,3,0,2,0,0,0,2,3,NA,NA,0,NA,2,2,1,NA,0,NA,16,0,46.44,46.44,56.19,56.19,"ASIA (EX. NEAR EAST)",84402966,329560,"256,1","1,05","-0,45",2595,2500,903,"187,7","19,97","5,95",7408,2,1686,622,"0,209","0,41","0,381"
"7000","South Africa","ZA",2020-02-16,0,0,0,0,0,0,0,1,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,"SUB-SAHARAN AFRICA",44187637,1219912,"36,2","0,23","-0,29",6181,10700,864,"107,0","12,08","0,79",8713,1,182,22,"0,025","0,303","0,671"
"7001","Zambia","ZM",2020-02-16,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",11502010,752614,"15,3","0,00","0",8829,800,806,"8,2","7,08","0,03",929,2,41,1993,"0,22","0,29","0,489"
"7002","Zimbabwe","ZW",2020-02-16,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",12236805,390580,"31,3","0,00","0",6769,1900,907,"26,8","8,32","0,34",9134,2,2801,2184,"0,179","0,243","0,579"
"7003","Taiwan","TW",2020-02-16,3,0,0,0,0,0,0,3,NA,NA,0,NA,2,2,2,0,0,NA,18,0,30.56,30.56,37.14,37.14,"ASIA (EX. NEAR EAST)",23036087,35980,"640,3","4,35","0",64,23400,961,"591,0","24","1",75,2,1256,648,"0,018","0,259","0,723"
"7004","Aruba","AW",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"LATIN AMER. & CARIB",71891,193,"372,5","35,49","0",589,28000,970,"516,1","10,53","0",8947,2,1103,668,"0,004","0,333","0,663"
"7005","Afghanistan","AF",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,"ASIA (EX. NEAR EAST)",31056997,647500,"48,0","0,00","23,06",16307,700,360,"3,2","12,13","0,22",8765,1,466,2034,"0,38","0,24","0,38"
"7006","Angola","AO",2020-02-17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.56,5.56,5.71,5.71,"SUB-SAHARAN AFRICA",12127071,1246700,"9,7","0,13","0",19119,1900,420,"7,8","2,41","0,24",9735,NA,4511,242,"0,096","0,658","0,246"
"7007","Albania","AL",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"EASTERN EUROPE",3581655,28748,"124,6","1,26","-4,93",2152,4500,865,"71,2","21,09","4,42",7449,3,1511,522,"0,232","0,188","0,579"
"7008","Andorra","AD",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,"WESTERN EUROPE",71201,468,"152,1","0,00","6,6",405,19000,1000,"497,2","2,22","0",9778,3,871,625,NA,NA,NA
"7009","United Arab Emirates","AE",2020-02-17,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,2,0,0,NA,9,0,2.78,2.78,2.86,2.86,"NEAR EAST",2602713,82880,"31,4","1,59","1,03",1451,23200,779,"475,3","0,6","2,25",9715,1,1896,44,"0,04","0,585","0,375"
"7010","Argentina","AR",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"LATIN AMER. & CARIB",39921833,2766890,"14,4","0,18","0,61",1518,11200,971,"220,4","12,31","0,48",8721,3,1673,755,"0,095","0,358","0,547"
"7011","Australia","AU",2020-02-17,0,0,0,0,0,0,0,3,0,0,0,NA,2,1,2,0,0,NA,15,0,19.44,19.44,22.86,22.86,"OCEANIA",20264082,7686850,"2,6","0,34","3,98",469,29000,1000,"565,5","6,55","0,04",9341,1,1214,751,"0,038","0,262","0,7"
"7012","Austria","AT",2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,"WESTERN EUROPE",8192880,83870,"97,7","0,00","2",466,30000,980,"452,2","16,91","0,86",8223,3,874,976,"0,018","0,304","0,678"
"7013","Azerbaijan","AZ",2020-02-17,0,0,0,NA,0,NA,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,2.78,2.78,2.86,2.86,"C.W. OF IND. STATES",7961619,86600,"91,9","0,00","-4,9",8174,3400,970,"137,1","19,63","2,71",7766,1,2074,975,"0,141","0,457","0,402"
"7014","Burundi","BI",2020-02-17,0,0,0,0,0,0,0,0,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"SUB-SAHARAN AFRICA",8090068,27830,"290,7","0,00","-0,06",6929,600,516,"3,4","35,05","14,02",5093,2,4222,1346,"0,463","0,203","0,334"
"7015","Belgium","BE",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,0,0,0,0,NA,1,0,11.11,11.11,14.29,14.29,"WESTERN EUROPE",10379067,30528,"340,0","0,22","1,23",468,29100,980,"462,6","23,28","0,4",7632,3,1038,1027,"0,01","0,24","0,749"
"7016","Burkina Faso","BF",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,0,0,0,"SUB-SAHARAN AFRICA",13902972,274200,"50,7","0,00","0",9757,1100,266,"7,0","14,43","0,19",8538,2,4562,156,"0,322","0,196","0,482"
"7017","Bangladesh","BD",2020-02-17,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,NA,NA,16.67,16.67,20,20,"ASIA (EX. NEAR EAST)",147365352,144000,"1023,4","0,40","-0,71",626,1900,431,"7,3","62,11","3,07",3482,2,298,827,"0,199","0,198","0,603"
"7018","Bulgaria","BG",2020-02-17,0,0,0,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"EASTERN EUROPE",7385367,110910,"66,6","0,32","-4,58",2055,7600,986,"336,3","40,02","1,92",5806,3,965,1427,"0,093","0,304","0,603"
"7019","Bahrain","BH",2020-02-17,0,0,0,NA,0,NA,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,7.14,7.14,9.52,9.52,"NEAR EAST",698585,665,"1050,5","24,21","1,05",1727,16900,891,"281,3","2,82","5,63",9155,1,178,414,"0,005","0,387","0,608"
"7020","Bosnia and Herzegovina","BA",2020-02-17,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,2,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,"EASTERN EUROPE",4498976,51129,"88,0","0,04","0,31",2105,6100,NA,"215,4","13,6","2,96",8344,4,877,827,"0,142","0,308","0,55"
